App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
A Call From Santa Claus!,nan,nan,nan,nan
A Call From Santa Claus!,nan,nan,nan,nan
A Call From Santa Claus!,nan,nan,nan,nan
A Call From Santa Claus!,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Manual of Acupuncture,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,Awordaday Only problem keep date.,Neutral,0.0,1.0
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,nan,nan,nan,nan
A Word A Day,Great Would even better selection page displayed diacritics properly. Fix 5 stars :),Positive,0.45,0.5875
A Word A Day,Nice I love it. It's handy I need new words college papers,Positive,0.4590909090909091,0.7386363636363636
A Word A Day,nan,nan,nan,nan
A Word A Day,Not really word day. More like couple words every week so.,Positive,0.2,0.35
A&E - Watch Full Episodes of TV Shows,"It's actually really good app. I'm ddisappointed show I watch can't watched here. But, it. So I. Happy! Not ads. Just commercial based like t.v.. I understand complaints. I see bugs ads. Nothing u see cable. Its add phone. This surprisingly top notch",Positive,0.55,0.525
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,The commercial interrupt show sync shows watched tv. Even though log cable account,Neutral,0.0,0.0
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,More commercials watching live ones over. Then REPLAY sit them. shuts least 1x per day.,Positive,0.11212121212121212,0.4666666666666666
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,"I love app, though wish option episodes, way watch dont internet",Positive,0.5,0.6
A&E - Watch Full Episodes of TV Shows,Was pleased easy great quality,Positive,0.5777777777777778,0.8611111111111112
A&E - Watch Full Episodes of TV Shows,So So 2 Many Pop Up Ads,Positive,0.5,0.5
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,The content good - takes forever load - spend time waiting watching,Positive,0.7,0.6000000000000001
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,It's easy use.... quite ads I wish almost every video wasn'tLocked cool like,Positive,0.39166666666666666,0.7416666666666667
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,Its great I wish unlocked shows.,Positive,0.8,0.75
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,I love life PD,Positive,0.5,0.6
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,I love dog family. I need please able unlock episodes. Help.,Positive,0.5,0.6125
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,Too many advertisements,Positive,0.5,0.5
A&E - Watch Full Episodes of TV Shows,"It's actually really good app. I'm ddisappointed show I watch can't watched here. But, it. So I. Happy! Not ads. Just commercial based like t.v.. I understand complaints. I see bugs ads. Nothing u see cable. Its add phone. This surprisingly top notch",Positive,0.55,0.525
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,Can't watch anything. Keeps saying need re-authenticate. Then blank screen,Neutral,0.0,0.0
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,Just tiny bit lag overall really great,Positive,0.26666666666666666,0.4166666666666667
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,Its great I wish unlocked shows.,Positive,0.8,0.75
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,I love able watch favorite shows directly phone.,Positive,0.4,0.65625
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,I liked it. Was able watch Billy Exterminator full episodes seasons.,Positive,0.4833333333333334,0.6583333333333333
A&E - Watch Full Episodes of TV Shows,It's I thought would,Neutral,0.0,0.0
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,I love dog family. I need please able unlock episodes. Help.,Positive,0.5,0.6125
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,Too many advertisements,Positive,0.5,0.5
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,"This Great runs smooth Plenty Content! The reason gets 4 Stars because, sometimes probably 3-4 times week lock shows lock next them. So I enter username/password unlock them. This annoying drawback me. But trying drag mud, It Still great lot interesting Shows! Solid 4 Stars always room improvement..",Positive,0.22812500000000002,0.44635416666666666
A&E - Watch Full Episodes of TV Shows,"MORE COMMERCIALS I've ever seen app! I even upgraded version unlock episodes. 1 episode 7 commercials breaks, 4 commercials time. Love A&E, way I watch hour episode hour half still want watch",Positive,0.3194444444444445,0.4222222222222223
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,"The commercials absolutely ridiculous. In 45 minute episode, 5 commercial breaks, 3-5 commercials piece.",Negative,-0.16666666666666666,0.5
A&E - Watch Full Episodes of TV Shows,"The many ads, episodes free. I seriously disappointed app!",Negative,-0.012499999999999992,0.6833333333333332
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,Its clear runs smooth...my issue u stop watching show come back later goes directly double long commercial break,Positive,0.008333333333333337,0.13055555555555556
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,Ads way loud I deaf I tends bit clunky needs better programming,Positive,0.3,0.65
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,Was pleased easy great quality,Positive,0.5777777777777778,0.8611111111111112
A&E - Watch Full Episodes of TV Shows,So So 2 Many Pop Up Ads,Positive,0.5,0.5
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,The content good - takes forever load - spend time waiting watching,Positive,0.7,0.6000000000000001
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,"It take long submit night before's shows. If internet, POSSIBLY access previous show. If not, app....its literally toss up. Not exactly fair book whether I internet home cell!",Negative,-0.16354166666666667,0.6166666666666667
A&E - Watch Full Episodes of TV Shows,Just tiny bit lag overall really great,Positive,0.26666666666666666,0.4166666666666667
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,I can't watch it.,Neutral,0.0,0.0
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,Love app. First 48 life,Positive,0.375,0.4666666666666667
A&E - Watch Full Episodes of TV Shows,I liked it. Was able watch Billy Exterminator full episodes seasons.,Positive,0.4833333333333334,0.6583333333333333
A&E - Watch Full Episodes of TV Shows,It's I thought would,Neutral,0.0,0.0
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,nan,nan,nan,nan
A&E - Watch Full Episodes of TV Shows,Enjoy watching shows I've missed tv,Positive,0.4,0.5
A&E - Watch Full Episodes of TV Shows,Too many advertisements,Positive,0.5,0.5
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,I dropped rating! As last update I longer delete photos!! What happened?? I often take extra pics order choose right delete extra. Now I cannot delete memory filling unwanted unneeded pics!! Some I try delete multiplying!! PLEASE FIX back old version!! :(,Negative,-0.04400510204081633,0.2860544217687075
A+ Gallery - Photos & Videos,"The good. But I 2 problems 1. I cannot remove album cover set. I change another picture. Please fix this. 2. When selecting pics right column, scroll bar gets activated tone. This irritating since scroll way back were.",Positive,0.1464285714285714,0.48392857142857143
A+ Gallery - Photos & Videos,Installed x3. put shortcut home screen therefore unusable since I find launch it. Really stupid.,Negative,-0.7999999999999999,1.0
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,I love much better gallery apps..,Positive,0.5,0.55
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,Entire album corrupted opening. I lost friends photos. I disappointed app.,Negative,-0.375,0.6875
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,Apps good add. Very bad,Negative,-0.10499999999999993,0.7333333333333334
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,It got many features ph9to editing features good,Positive,0.6,0.55
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,"Not good, nothing good with nothing.",Positive,0.175,0.6000000000000001
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,Alert July 28th contains contain virus gone missing devices might security virus program still remains Google Play store .,Negative,-0.2,0.05
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,"I try a lot before choosing this application, it is the best, even the photos are covered by GPS. Wawww",Positive,1.0,0.3
A+ Gallery - Photos & Videos,"Need option group photos main page, easily searchable. If need description feature I explain you.",Positive,0.3,0.5833333333333334
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,"Ok, good job, catches areas images be, problem though certain used editing, that, love it!",Positive,0.5098214285714285,0.5678571428571428
A+ Gallery - Photos & Videos,I cannot see photos videos,Neutral,0.0,0.0
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,"This would great gallery IF would let rename photos. But since won't, I uninstalled it.",Positive,0.8,0.75
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,Back 4 stars...can't save Travel photo. Says 'Please Try Again Later' every time...not sure that's possible.,Positive,0.125,0.4722222222222222
A+ Gallery - Photos & Videos,Organised scattered images & videos place .,Neutral,0.0,0.0
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,World's worst photo gallery.,Negative,-1.0,1.0
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,It was very good that it was better than simple,Positive,0.47,0.5457142857142858
A+ Gallery - Photos & Videos,I like vault. I heard contests. That might fun. I photo restoration composite imagery illustration design.,Positive,0.3,0.2
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,"Alphabetical album sorting simple requirement missing pré installed gallery, A+",Negative,-0.1,0.20357142857142857
A+ Gallery - Photos & Videos,"I WANT A REFUND, idea multiple select album menu exclude album?",Neutral,0.0,0.0
A+ Gallery - Photos & Videos,Awesome features nice working I like much,Positive,0.6,0.7333333333333334
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,Please dont give add,Neutral,0.0,0.0
A+ Gallery - Photos & Videos,Sometimes hangs ads distracting,Neutral,0.0,0.0
A+ Gallery - Photos & Videos,"I am very pleased with this, thanks to many thanks",Positive,0.3875,0.475
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,So many ads I can't actually anything.,Positive,0.25,0.3
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,Good Nokia 5 thanks developers,Positive,0.44999999999999996,0.4
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,Very nice,Positive,0.78,1.0
A+ Gallery - Photos & Videos,God Tugel Bakhakh Gork Njordi,Neutral,0.0,0.0
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,I like every body like,Neutral,0.0,0.0
A+ Gallery - Photos & Videos,Good app. I searching type app.,Positive,0.7,0.6000000000000001
A+ Gallery - Photos & Videos,This Is nice I'm enjoy feel,Positive,0.5,0.75
A+ Gallery - Photos & Videos,Nothing make slides video,Neutral,0.0,0.0
A+ Gallery - Photos & Videos,It Worth pay,Positive,0.3,0.1
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,I like much.,Positive,0.2,0.2
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,Open whatsapp messenger,Neutral,0.0,0.5
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,Overall great app. Best gallery seen far,Positive,0.47500000000000003,0.5125
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,"Recommended, 100% love it, keep good work dev :) :*",Positive,0.5666666666666667,0.7333333333333334
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,nan,nan,nan,nan
A+ Gallery - Photos & Videos,Too much ads,Positive,0.2,0.2
A+ Gallery - Photos & Videos,Just allow time ...,Neutral,0.0,0.0
A+ Gallery - Photos & Videos,It's good best gallery phone,Positive,0.85,0.45000000000000007
A+ Mobile,nan,nan,nan,nan
A+ Mobile,"I rated higher, lowering rating. It simply work times. Bill pay screen ask pay screen blank. Cant navigate main screen. Once goes south, navigation worthless. Log back in, repeats again. UI needs work!",Negative,-0.0638888888888889,0.34841269841269845
A+ Mobile,nan,nan,nan,nan
A+ Mobile,nan,nan,nan,nan
A+ Mobile,"It tells I need update option update. So I uninstall, try open it.....nothing! I can't open app. This day critical I able know what's accounts. Fix NOW APLUS!",Positive,0.15625,0.60625
A+ Mobile,nan,nan,nan,nan
A+ Mobile,nan,nan,nan,nan
A+ Mobile,nan,nan,nan,nan
A+ Mobile,nan,nan,nan,nan
A+ Mobile,nan,nan,nan,nan
A+ Mobile,issues remembering device. Fingerprint scan always work. Once get logged however fine.,Positive,0.4166666666666667,0.5
A+ Mobile,The mobile check deposit ia add easy,Positive,0.43333333333333335,0.8333333333333334
A+ Mobile,Being prompted rate time already rated annoying,Negative,-0.8,0.9
A+ Mobile,longer opens Xperia xz1. It's broke.,Neutral,0.0,0.0
A+ Mobile,"This really good way manage bank accounts pay bill plus bank account tech support awesome, I love A +",Positive,0.7333333333333334,0.7333333333333334
A+ Mobile,This best bank ever. Don't take word stop A+ Federal Credit Union Bank ask...,Positive,1.0,0.3
A+ Mobile,The needs. The look design bad.,Negative,-0.6999999999999998,0.6666666666666666
A+ Mobile,Often site doesnt load initial login. I exit try later- much later...,Neutral,0.0,0.0
A+ Mobile,"I love able check balance, transfer money, deposit checks account time day night!",Positive,0.5625,0.6125
A+ Mobile,I love makes life lot easier every little buggy.,Positive,0.15625,0.55
A+ Mobile,Extremely user-friendly I really appreciate able view history payments.,Positive,0.19166666666666665,0.6083333333333333
A+ Mobile,It works well time. Sometimes open logging in.,Neutral,0.0,0.5
A+ Mobile,"I absolutely love howsimple keep three accounts, transfer funds, etc.",Positive,0.5,0.6
A+ Mobile,I love A+ Federal Credit Union. The everything I need do. Thank you.,Positive,0.5,0.6
A+ Mobile,Can laggy times generally works good,Positive,0.375,0.55
A+ Mobile,I love helps stay touch purchases account activity! Absolutely best,Positive,0.8125,0.44999999999999996
A+ Mobile,This great I everything Palm hands! Thank whole branch!!,Positive,0.65625,0.575
A+ Mobile,I like access accounts fingertips,Neutral,0.0,0.0
A+ Mobile,I really like helps alot..,Positive,0.2,0.2
A+ Mobile,nan,nan,nan,nan
A+ Mobile,I private anywhere. No call automated system. Everything app.,Neutral,0.0,0.375
A+ Mobile,I absolutely love it. The ease able transfer money member member outstanding.,Positive,0.5,0.7000000000000001
A+ Mobile,Please fix font update ... letters HUGE!,Positive,0.5000000000000001,0.9
A+ Mobile,"It's easy way check balances, pay Bills, transferring money.",Positive,0.43333333333333335,0.8333333333333334
A+ Mobile,"The A Plus mobile great, easy navigate.",Positive,0.6166666666666667,0.7916666666666667
A+ Mobile,Easy use. Deposit checks check balances quickly. Fingerprint id great,Positive,0.5222222222222223,0.6944444444444445
A+ Mobile,I really enjoy keeping account info,Positive,0.4,0.5
A+ Mobile,I take care banking,Neutral,0.0,0.0
A+ Mobile,This user friendly ! I love it!,Positive,0.546875,0.55
A+ Mobile,I Love A+FCU - Member 25+ years!!!,Positive,0.9765625,0.6
A+ Mobile,"Simple, yet packed lot full functions.",Positive,0.175,0.4535714285714286
A+ Mobile,Great check accounts go.,Positive,0.8,0.75
A+ Mobile,Simple easy like desktop version.,Positive,0.21666666666666667,0.5952380952380952
A+ Mobile,Nice convenient. Easy,Positive,0.5166666666666666,0.9166666666666667
A+ Mobile,Good keep account,Positive,0.7,0.6000000000000001
A+ Mobile,Needs serious update modern day efficiency,Negative,-0.06666666666666665,0.4833333333333333
A+ Mobile,It's okay,Positive,0.5,0.5
A+ Mobile,Awesome really easy use.,Positive,0.7166666666666667,0.9166666666666667
A+ Mobile,I issues,Neutral,0.0,0.0
A+ Mobile,Helpful check balance go,Neutral,0.0,0.0
A+ Mobile,Make life easy,Positive,0.43333333333333335,0.8333333333333334
A+ Mobile,Thank,Neutral,0.0,0.0
A+ Mobile,nan,nan,nan,nan
A+ Mobile,I love everything plus!!!,Positive,0.9765625,0.6
A+ Mobile,Keeps improving. Yay!,Neutral,0.0,0.0
A+ Mobile,nan,nan,nan,nan
A+ Mobile,Its useful balance checks,Positive,0.3,0.0
A+ Mobile,Love it. Fast easy-to-use,Positive,0.35,0.6
A+ Mobile,I love bank,Positive,0.5,0.6
A+ Mobile,Easy use!,Positive,0.5416666666666667,0.8333333333333334
A+ Mobile,Is easy convenient,Positive,0.43333333333333335,0.8333333333333334
